,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
13622,0.32,0.41,3,138,3,1,0,0,technical,medium
13623,0.37,0.48,2,137,3,0,1,0,technical,medium
13624,0.99,0.87,4,190,2,0,0,0,marketing,low
13625,0.18,0.87,6,226,4,0,0,0,IT,high
13626,0.5,0.55,4,148,3,1,0,0,hr,low
13627,0.69,0.56,2,214,2,0,0,0,sales,low
13628,0.6,0.5,4,137,3,0,0,0,support,low
13629,0.68,0.97,3,174,2,0,0,0,support,low
13630,0.39,0.48,2,141,3,0,1,0,product_mng,medium
13631,0.85,0.8,4,254,2,0,0,0,product_mng,low
13632,0.95,0.53,4,263,3,0,0,0,IT,low
13633,0.7,0.85,4,232,3,0,0,0,sales,medium
13634,0.4,0.51,2,160,3,0,1,0,support,medium
13635,0.52,0.96,3,271,3,1,0,0,technical,medium
13636,0.8,0.8,4,146,3,1,0,0,IT,low
13637,0.66,0.91,4,234,2,1,0,0,IT,medium
13638,0.97,0.54,3,154,8,1,0,0,sales,medium
13639,0.83,0.51,4,199,3,0,0,0,support,low
13640,0.41,0.48,2,148,3,0,1,0,sales,low
13641,0.1,0.92,7,307,4,0,1,0,support,low
13642,0.45,0.5,2,157,3,0,1,0,management,medium
13643,0.43,0.93,6,127,3,1,0,0,sales,medium
13644,0.98,0.38,4,140,6,0,0,0,accounting,medium
13645,0.43,0.48,2,157,3,0,1,0,sales,medium
13646,0.84,0.85,4,207,10,0,0,0,sales,low
13647,0.4,0.57,2,151,3,0,1,0,support,low
13648,0.38,0.57,2,140,3,0,1,0,support,low
13649,0.57,0.54,4,142,4,0,0,0,technical,medium
13650,0.82,0.94,5,236,5,0,1,0,sales,low
13651,0.41,0.55,2,148,3,0,1,0,sales,low
13652,0.71,0.68,4,208,2,0,0,0,accounting,high
13653,0.48,0.93,3,150,10,0,0,0,technical,low
13654,0.21,0.52,5,130,2,0,0,0,IT,low
13655,0.72,0.75,3,166,3,0,0,1,sales,high
13656,0.28,0.38,5,139,4,0,0,0,support,medium
13657,0.49,0.94,3,144,3,1,0,0,technical,medium
13658,0.94,0.78,3,184,3,1,0,0,technical,medium
13659,0.92,0.7,3,129,3,0,0,1,management,high
13660,0.84,0.63,3,121,3,1,0,0,sales,low
13661,0.85,0.87,4,273,5,0,1,0,RandD,medium
13662,0.53,0.81,3,275,2,0,0,0,technical,low
13663,0.61,0.67,3,188,5,0,0,0,IT,low
13664,0.4,0.46,2,132,3,0,1,0,technical,low
13665,0.67,0.57,2,234,4,0,0,0,management,low
13666,0.1,0.84,5,298,4,0,1,0,IT,low
13667,0.62,0.91,5,267,3,0,0,0,technical,low
13668,0.62,0.87,3,151,2,1,0,0,hr,medium
13669,0.88,0.59,4,240,2,0,0,0,sales,low
13670,0.1,0.94,6,309,4,0,1,0,technical,medium
13671,0.64,0.52,4,207,3,0,0,0,hr,low
13672,0.55,0.72,3,149,3,0,0,0,management,low
13673,0.85,0.96,3,211,2,0,0,0,product_mng,low
13674,0.42,0.47,2,125,4,0,0,0,IT,medium
13675,0.66,0.81,4,148,4,0,0,0,product_mng,low
13676,0.6,0.88,3,261,3,1,0,0,marketing,medium
13677,0.2,0.59,6,113,3,0,0,0,management,high
13678,0.37,0.4,4,161,2,0,0,0,support,low
13679,0.75,0.75,3,273,3,0,0,0,marketing,medium
13680,0.9,0.92,5,154,4,0,1,0,sales,low
13681,0.47,0.46,2,152,2,0,0,0,IT,medium
13682,0.37,0.71,3,117,3,0,0,0,support,low
13683,0.91,0.74,5,192,3,0,0,1,accounting,medium
13684,0.46,0.55,2,145,3,0,1,0,technical,low
13685,0.76,0.86,5,223,5,1,1,0,product_mng,medium
13686,0.48,0.54,2,144,3,0,0,0,accounting,low
13687,0.65,0.62,4,258,2,0,0,0,support,high
13688,0.67,0.93,3,206,3,0,0,0,RandD,low
13689,0.9,0.64,4,217,3,0,0,0,sales,low
13690,0.8,0.79,3,217,3,0,0,0,technical,low
13691,0.37,0.46,2,127,3,0,1,0,IT,medium
13692,0.39,0.91,2,212,2,0,0,0,management,high
13693,0.56,0.48,3,134,3,0,0,0,product_mng,low
13694,0.55,0.55,4,211,4,0,0,0,sales,low
13695,0.17,0.93,3,218,4,0,0,0,technical,low
13696,0.69,0.69,4,167,3,1,0,0,support,low
13697,0.85,0.6,3,218,3,0,0,0,management,low
13698,0.87,0.59,5,154,3,0,0,0,support,low
13699,0.39,0.54,2,132,3,0,1,0,support,low
13700,0.47,0.47,4,191,3,0,0,0,technical,medium
13701,0.14,0.56,5,259,4,1,0,0,IT,low
13702,0.41,0.56,2,150,3,0,1,0,product_mng,low
13703,0.97,0.93,5,137,2,1,0,0,support,low
13704,0.88,0.68,4,274,4,0,0,0,sales,medium
13705,0.86,0.56,5,237,3,0,0,0,technical,low
13706,0.54,0.61,2,264,3,0,0,0,sales,medium
13707,0.13,0.84,5,189,5,0,0,0,technical,low
13708,0.36,0.51,2,155,3,0,1,0,support,low
13709,0.82,0.89,4,196,3,0,0,1,technical,medium
13710,0.57,0.82,4,269,2,0,0,0,technical,medium
13711,0.82,0.59,5,201,3,0,0,0,RandD,low
13712,0.56,0.49,4,256,3,0,0,0,accounting,low
13713,0.72,0.97,3,239,3,0,0,0,IT,low
13714,0.53,0.8,2,225,7,1,0,1,management,high
13715,0.55,0.83,4,199,3,0,0,0,sales,low
13716,0.53,0.82,5,184,3,0,0,0,sales,medium
13717,0.52,0.69,5,208,8,1,0,0,RandD,low
13718,0.81,0.97,5,243,5,0,1,0,support,medium
13719,0.52,0.91,4,187,2,0,0,0,sales,medium
13720,0.82,0.67,4,156,3,0,0,0,product_mng,low
13721,0.66,0.7,5,254,2,0,0,0,IT,medium
13722,0.74,0.91,4,232,5,0,1,0,technical,medium
13723,0.74,0.73,3,156,8,0,0,0,management,medium
13724,0.67,0.72,4,192,3,1,0,0,support,medium
13725,0.41,0.54,2,152,3,0,1,0,technical,low
13726,0.55,0.98,2,144,2,0,0,0,hr,medium
13727,0.67,0.65,5,156,2,0,0,0,support,medium
13728,0.38,0.55,2,134,3,0,1,0,support,low
13729,0.91,0.66,3,168,3,0,0,0,technical,medium
13730,1.0,0.99,4,184,4,0,0,0,support,low
13731,0.85,0.98,5,248,5,0,1,0,product_mng,medium
13732,0.78,0.71,3,249,5,0,1,0,marketing,medium
13733,0.49,0.52,4,251,2,0,0,0,support,low
13734,0.84,0.95,5,199,3,0,0,0,accounting,high
13735,0.52,0.79,5,265,3,1,0,0,support,high
13736,0.73,0.53,3,184,2,0,0,0,product_mng,low
13737,0.89,0.52,3,164,3,0,0,0,technical,high
13738,0.64,0.58,5,115,5,0,0,0,support,low
13739,0.11,0.83,6,306,4,0,1,0,support,low
13740,0.82,0.84,5,244,5,0,1,0,sales,low
13741,0.41,0.48,2,145,3,0,1,0,accounting,medium
13742,0.32,0.55,4,283,4,0,0,0,product_mng,low
13743,0.74,0.84,3,239,4,0,0,0,sales,medium
13744,0.96,0.5,3,158,2,1,0,0,sales,medium
13745,0.58,0.53,3,287,5,0,0,0,IT,low
13746,0.96,0.74,5,160,5,1,0,0,support,low
13747,0.75,0.82,5,202,3,1,0,0,IT,low
13748,0.61,0.62,2,192,2,1,0,0,support,low
13749,0.09,0.8,7,283,5,0,1,0,technical,low
13750,0.68,1.0,3,148,4,1,0,0,sales,low
13751,0.86,0.64,3,245,4,0,0,0,support,high
13752,0.71,0.96,4,131,3,0,0,0,support,medium
13753,0.36,0.49,2,145,3,0,1,0,technical,medium
13754,0.65,0.56,3,142,3,0,0,0,sales,low
13755,0.51,0.63,4,198,2,0,0,0,management,medium
13756,0.72,0.63,4,241,4,1,0,0,marketing,medium
13757,0.54,0.79,5,249,3,1,0,0,management,high
13758,0.48,0.96,4,224,2,1,0,0,sales,low
13759,0.66,0.49,5,235,8,1,0,0,sales,low
13760,0.11,0.89,6,260,5,0,1,0,sales,low
13761,0.89,0.84,6,196,4,0,0,0,sales,medium
13762,0.92,0.67,2,252,2,0,0,0,sales,low
13763,0.18,0.95,4,241,6,0,0,0,product_mng,medium
13764,0.86,0.77,5,237,3,1,0,0,technical,low
13765,0.22,0.62,3,180,3,0,0,0,support,low
13766,0.91,0.89,4,247,5,0,1,0,hr,low
13767,0.67,0.57,2,160,4,0,0,0,support,low
13768,0.82,0.79,3,160,3,0,0,0,sales,medium
13769,0.58,0.94,5,274,3,0,0,0,RandD,medium
13770,0.91,0.89,2,219,4,0,0,0,technical,low
13771,0.88,0.71,5,219,2,0,0,0,IT,medium
13772,0.37,0.54,2,131,3,1,1,0,hr,medium
13773,0.8,0.96,3,257,5,0,0,0,support,medium
13774,0.11,0.94,7,302,4,0,1,0,sales,medium
13775,0.98,0.53,4,192,2,1,0,0,sales,low
13776,0.58,0.84,4,206,7,0,0,1,management,high
13777,0.44,0.51,2,135,3,0,1,0,sales,medium
13778,0.86,0.73,3,241,3,0,0,0,hr,low
13779,0.95,0.74,3,139,2,0,0,0,IT,medium
13780,0.91,0.75,4,159,3,1,0,0,support,low
13781,0.57,0.55,4,177,8,0,0,0,sales,low
13782,0.4,0.54,2,141,3,0,1,0,technical,medium
13783,0.51,0.53,4,260,2,1,0,0,support,medium
13784,0.54,0.58,4,206,3,0,0,0,sales,medium
13785,0.72,0.84,4,256,5,0,1,0,technical,low
13786,0.19,0.63,6,241,6,0,0,0,sales,high
13787,0.9,0.83,3,151,3,0,0,0,IT,low
13788,0.81,0.77,4,197,3,0,0,0,marketing,low
13789,0.93,0.78,5,191,4,0,0,0,hr,medium
13790,0.6,0.85,3,242,2,0,0,0,IT,low
13791,0.61,0.41,3,138,3,0,0,0,support,low
13792,0.61,0.49,3,275,2,0,0,0,product_mng,low
13793,0.42,0.37,2,284,3,0,0,0,technical,high
13794,0.93,0.84,5,135,3,0,0,0,technical,medium
13795,0.82,0.85,5,248,5,0,1,0,sales,low
13796,0.87,0.93,3,173,2,0,0,0,support,low
13797,0.76,0.89,4,181,3,0,0,0,IT,low
13798,0.62,0.94,4,252,4,0,0,0,accounting,low
13799,0.78,0.96,3,248,3,0,0,0,IT,medium
13800,0.85,1.0,3,255,3,0,0,0,sales,medium
13801,0.27,0.54,7,278,3,0,1,0,technical,low
13802,0.49,0.71,2,117,3,0,0,0,marketing,high
13803,0.95,0.7,4,139,3,0,0,0,marketing,low
13804,0.51,0.75,4,175,2,0,0,0,hr,medium
13805,0.49,0.49,3,168,7,0,0,0,sales,low
13806,0.4,0.54,2,137,3,0,1,0,marketing,medium
13807,0.89,1.0,4,217,5,0,1,0,sales,medium
13808,0.38,0.68,5,211,6,0,0,0,technical,low
13809,0.51,0.62,3,110,3,0,0,0,support,low
13810,0.39,0.49,2,129,3,0,1,0,technical,medium
13811,0.37,0.52,2,143,3,0,1,0,sales,medium
13812,0.8,0.93,3,225,4,0,0,0,product_mng,low
13813,0.72,0.98,3,211,2,0,0,0,IT,low
13814,0.18,0.5,4,169,4,0,0,0,sales,low
13815,0.89,0.86,3,223,2,0,0,0,sales,low
13816,0.54,0.57,3,257,2,0,0,0,IT,medium
13817,0.4,0.49,2,149,3,0,1,0,marketing,low
13818,0.98,0.61,5,239,3,0,0,0,IT,low
13819,0.84,0.52,4,251,3,0,0,0,RandD,low
13820,0.87,0.57,4,175,2,0,0,0,technical,medium
13821,0.47,0.55,5,207,3,0,0,0,support,low
13822,0.75,0.9,5,186,4,0,0,0,product_mng,low
13823,0.61,0.82,3,157,2,0,0,0,accounting,low
13824,0.76,0.78,3,162,3,0,0,0,technical,medium
13825,0.74,0.86,3,221,2,0,0,0,support,medium
13826,0.81,0.7,6,161,4,0,1,0,IT,medium
13827,0.59,0.72,3,182,3,0,0,0,sales,medium
13828,0.48,0.72,3,143,4,0,0,0,sales,medium
13829,0.44,0.68,5,209,4,0,0,0,marketing,medium
13830,0.51,0.64,3,203,3,0,0,0,sales,low
13831,0.77,1.0,4,232,5,0,1,0,technical,medium
13832,0.22,1.0,6,244,3,0,0,0,IT,medium
13833,0.53,0.79,3,221,10,1,0,0,sales,medium
13834,0.68,0.51,2,196,3,0,0,0,sales,low
13835,0.68,0.78,5,233,3,0,0,0,technical,high
13836,0.34,0.87,6,175,4,0,0,0,RandD,low
13837,0.38,0.52,2,153,3,0,1,0,support,low
13838,0.75,0.72,5,174,3,0,0,0,sales,medium
13839,0.4,0.56,2,149,3,0,1,0,accounting,low
13840,0.92,0.65,4,135,3,0,0,0,support,medium
13841,0.59,0.61,4,141,2,1,0,0,hr,medium
13842,0.54,0.6,4,141,3,0,0,0,marketing,low
13843,0.13,1.0,4,157,5,1,0,0,technical,low
13844,0.81,0.5,4,152,3,1,0,0,RandD,low
13845,0.83,0.85,4,255,5,0,1,0,management,low
13846,0.82,0.49,4,180,2,0,0,0,RandD,low
13847,0.58,0.92,3,232,5,0,0,0,marketing,medium
13848,0.88,0.63,3,257,3,0,0,0,sales,low
13849,0.98,0.99,3,235,3,0,0,0,sales,low
13850,0.68,0.41,3,106,6,0,0,0,sales,low
13851,0.39,0.52,2,148,3,1,1,0,marketing,low
13852,0.38,0.77,2,170,3,0,0,0,technical,high
13853,0.17,0.82,5,193,5,0,0,0,IT,high
13854,0.33,0.97,5,130,4,0,0,0,management,high
13855,0.11,0.94,6,286,4,0,1,0,IT,medium
13856,0.95,0.43,6,283,2,0,0,0,technical,low
13857,0.49,0.83,3,168,4,1,0,0,hr,low
13858,0.58,0.74,4,180,3,0,0,0,product_mng,high
13859,0.76,0.87,5,245,5,0,1,0,sales,low
13860,0.8,0.8,3,271,4,0,0,0,sales,low
13861,0.74,0.87,4,258,2,0,0,0,marketing,medium
13862,0.55,0.66,3,134,3,0,0,0,support,low
13863,0.67,0.81,3,221,4,1,0,0,accounting,medium
13864,0.9,0.56,3,149,2,0,0,0,sales,high
13865,0.81,0.82,4,167,2,0,0,0,accounting,medium
13866,0.83,0.9,3,179,2,1,0,0,product_mng,low
13867,0.65,0.55,5,215,2,0,0,0,IT,low
13868,0.58,0.77,4,140,3,0,0,0,RandD,low
13869,0.59,0.94,5,274,2,0,0,0,sales,high
13870,0.38,0.54,2,128,3,0,1,0,technical,low
13871,0.82,0.81,4,233,4,1,1,0,support,low
13872,0.17,0.36,6,191,2,0,0,0,product_mng,medium
13873,0.54,0.48,3,158,2,0,0,0,support,medium
13874,0.64,0.67,2,223,3,0,0,0,product_mng,medium
13875,0.73,0.52,4,141,3,0,0,0,support,medium
13876,0.1,0.95,7,289,4,0,1,0,IT,low
13877,0.72,0.87,5,223,5,0,1,0,sales,low
13878,0.8,0.83,5,275,5,0,1,0,support,low
13879,0.43,0.51,2,140,3,0,1,0,sales,low
13880,0.87,1.0,5,274,5,0,1,0,hr,low
13881,0.35,0.99,3,236,4,0,1,0,sales,medium
13882,0.41,0.55,2,151,3,0,1,0,sales,low
13883,0.81,0.8,4,229,2,0,0,0,sales,medium
13884,0.96,0.61,4,158,6,0,0,0,technical,medium
13885,0.61,0.94,3,224,4,0,0,0,technical,medium
13886,0.66,0.66,4,273,4,1,0,0,IT,low
13887,0.78,0.54,3,161,3,0,0,0,support,medium
13888,0.75,0.95,3,253,3,0,0,0,marketing,medium
13889,0.93,0.57,2,205,4,1,0,0,product_mng,medium
13890,0.9,0.58,3,264,3,0,0,0,IT,medium
13891,0.6,0.61,3,104,5,0,0,0,IT,medium
13892,0.42,0.44,3,183,2,0,0,0,product_mng,medium
13893,0.58,0.87,4,181,3,0,0,0,IT,medium
13894,0.85,0.59,2,264,2,0,0,0,support,low
13895,0.86,0.64,4,147,2,1,0,0,product_mng,high
13896,0.11,0.94,6,276,4,0,1,0,sales,low
13897,0.73,0.98,5,272,2,0,0,0,marketing,low
13898,0.2,0.93,4,101,5,0,0,0,support,low
13899,0.78,0.93,3,200,3,0,0,0,RandD,low
13900,0.92,0.76,5,132,3,1,0,0,RandD,low
13901,0.49,0.74,2,154,3,0,0,0,support,medium
13902,0.6,0.4,3,146,4,1,0,0,technical,low
13903,0.39,0.55,2,146,3,0,1,0,sales,low
13904,0.8,0.82,4,202,3,0,0,0,sales,low
13905,0.43,0.52,2,160,3,0,1,0,technical,low
13906,0.95,0.52,3,183,2,1,0,0,sales,low
13907,0.87,0.56,2,214,3,1,0,0,sales,low
13908,0.19,0.76,3,107,5,0,0,0,support,low
13909,0.99,0.55,4,179,4,0,0,0,marketing,low
13910,0.62,0.91,3,269,8,0,0,0,support,medium
13911,0.34,0.46,2,169,2,1,0,0,support,low
13912,0.82,0.93,4,248,5,0,1,0,product_mng,medium
13913,0.62,0.71,4,268,3,0,0,0,technical,low
13914,0.16,0.82,5,121,2,0,0,0,sales,medium
13915,0.5,0.58,4,165,2,0,0,0,sales,high
13916,0.35,0.67,3,119,3,0,0,1,marketing,medium
13917,0.77,0.43,4,265,6,0,0,0,support,high
13918,0.58,0.84,4,271,2,0,0,0,support,medium
13919,0.41,0.67,6,221,10,0,0,0,marketing,medium
13920,0.59,0.53,4,213,2,0,0,0,IT,low
13921,0.35,0.78,5,275,4,0,0,0,marketing,low
13922,0.99,0.66,3,181,2,0,0,0,IT,medium
13923,0.98,0.77,3,134,2,1,0,0,sales,low
13924,0.82,0.69,3,250,3,0,0,0,accounting,low
13925,0.37,0.46,2,149,3,0,1,0,marketing,high
13926,0.49,0.67,6,286,4,0,0,0,sales,low
13927,0.62,0.5,4,198,3,1,0,0,technical,low
13928,0.82,0.93,3,247,3,0,0,0,technical,medium
13929,0.71,0.65,4,239,3,0,0,0,technical,low
13930,0.57,0.76,3,195,3,0,0,0,technical,medium
13931,0.63,0.67,4,229,3,0,0,0,sales,medium
13932,0.38,0.52,2,153,3,0,1,0,support,low
13933,0.62,0.95,4,140,2,0,0,0,accounting,low
13934,0.82,0.95,6,191,6,0,0,0,accounting,medium
13935,0.41,0.7,2,151,3,1,0,0,accounting,low
13936,0.58,0.57,3,144,4,1,0,0,sales,medium
13937,0.88,0.8,4,239,3,0,0,0,sales,low
13938,0.69,0.74,3,215,2,0,0,0,sales,low
13939,0.96,0.7,3,227,2,0,0,0,support,medium
13940,0.9,0.77,4,273,2,0,0,0,technical,low
13941,0.77,0.99,4,260,3,0,0,0,sales,medium
13942,0.79,0.99,4,183,2,0,0,0,marketing,low
13943,0.94,0.52,5,133,3,0,0,0,support,low
13944,0.53,0.5,6,264,6,0,0,0,technical,low
13945,1.0,0.56,3,182,3,0,0,0,support,medium
13946,0.54,0.61,3,182,2,0,0,0,sales,low
13947,0.5,0.68,3,245,4,0,0,0,marketing,medium
13948,0.66,0.84,3,211,4,0,0,0,RandD,high
13949,0.62,0.74,4,173,2,0,0,0,sales,medium
13950,0.11,0.8,6,285,4,0,1,0,accounting,medium
13951,0.44,0.44,3,126,2,0,0,0,hr,medium
13952,0.09,0.88,6,269,4,0,1,0,technical,medium
13953,0.78,0.84,3,233,3,1,0,0,IT,low
13954,0.11,0.77,6,291,4,0,1,0,marketing,low
13955,0.18,0.73,5,228,5,0,0,0,support,low
13956,0.37,0.46,2,158,3,0,1,0,hr,low
13957,0.67,0.49,3,247,10,0,0,0,sales,medium
13958,0.91,0.54,3,210,2,0,0,0,marketing,low
13959,0.66,0.49,5,235,8,1,0,0,sales,low
13960,0.87,1.0,5,242,5,0,1,0,sales,low
13961,0.14,0.57,4,207,5,0,0,0,sales,low
13962,0.81,0.91,4,229,5,0,1,0,support,low
13963,0.67,0.85,4,266,3,0,0,0,hr,medium
13964,0.64,0.66,3,188,4,0,0,0,sales,medium
13965,0.95,0.78,3,204,2,1,0,0,marketing,medium
13966,0.84,0.93,3,159,3,0,0,0,sales,low
13967,0.62,0.52,3,148,3,0,0,0,sales,medium
13968,0.54,0.53,4,245,2,0,0,0,technical,low
13969,0.37,0.54,2,145,3,0,1,0,RandD,medium
13970,0.78,0.98,5,239,6,0,1,0,marketing,low
13971,0.52,0.54,5,239,3,0,0,0,support,medium
13972,0.49,0.94,4,175,3,0,0,0,sales,medium
13973,0.74,0.66,3,257,3,0,0,0,support,low
13974,0.74,1.0,4,249,5,0,1,0,IT,low
13975,0.37,0.54,2,149,3,0,1,0,support,low
13976,0.74,0.85,5,135,2,0,0,0,support,low
13977,0.57,0.64,4,144,4,0,0,0,technical,low
13978,0.48,0.68,4,163,2,1,0,0,technical,low
13979,0.83,0.99,4,226,2,0,0,0,technical,low
13980,0.15,0.67,4,264,3,0,0,0,IT,low
13981,0.69,0.64,3,275,3,0,0,0,technical,low
13982,0.61,0.84,4,265,2,0,0,0,IT,low
13983,0.63,0.87,2,101,3,0,0,0,technical,low
13984,0.56,0.85,5,245,3,0,0,0,IT,high
13985,0.45,0.64,3,169,10,0,0,0,IT,medium
13986,0.76,0.77,5,257,3,0,0,0,RandD,medium
13987,0.87,0.98,3,174,3,0,0,0,hr,low
13988,0.86,0.96,4,167,3,0,0,0,support,high
13989,0.1,0.83,7,276,4,0,1,0,accounting,low
13990,0.75,0.59,3,117,3,1,0,0,RandD,medium
13991,0.83,0.58,4,225,3,0,0,0,technical,low
13992,0.22,0.7,2,274,10,0,0,0,sales,high
13993,0.21,0.9,4,235,4,0,0,0,sales,medium
13994,0.87,0.75,3,258,3,0,0,0,technical,medium
13995,0.66,0.92,3,177,3,0,0,0,sales,medium
13996,0.37,0.49,2,151,3,0,1,0,sales,low
13997,0.83,0.7,5,154,3,0,0,0,technical,medium
13998,0.83,0.88,3,223,3,1,0,0,sales,low
13999,0.37,0.5,2,154,3,0,1,0,hr,medium
14000,0.76,0.62,4,190,3,0,0,0,RandD,medium
14001,0.85,0.94,5,235,4,0,0,0,sales,low
14002,0.58,0.58,3,122,3,0,0,0,management,high
14003,0.64,0.92,5,211,2,1,0,0,IT,medium
14004,0.25,0.97,3,158,3,0,0,0,sales,low
14005,0.62,0.9,4,155,4,0,0,0,sales,low
14006,0.67,0.54,2,141,2,0,0,0,sales,low
14007,0.79,0.87,4,223,5,0,0,0,sales,medium
14008,0.91,0.38,5,279,5,0,0,0,sales,low
14009,0.74,0.57,4,172,3,0,0,0,product_mng,high
14010,0.94,0.51,3,242,3,0,0,0,sales,medium
14011,0.23,0.37,3,247,4,0,0,0,hr,medium
14012,0.55,0.92,4,257,2,0,0,0,technical,high
14013,0.97,0.49,3,199,2,0,0,0,support,medium
14014,0.7,0.98,4,146,3,0,0,0,marketing,low
14015,0.91,0.67,3,257,2,0,0,0,sales,low
14016,0.57,0.61,3,167,2,1,0,0,IT,low
14017,0.74,0.56,3,203,3,0,0,0,sales,low
14018,0.88,0.99,3,190,5,0,0,0,technical,high
14019,0.62,0.92,5,169,2,0,0,0,sales,medium
14020,0.96,0.88,5,269,2,0,0,0,support,medium
14021,0.64,0.66,5,157,2,0,0,0,product_mng,low
14022,0.72,0.68,3,135,4,0,0,0,sales,medium
14023,0.33,0.95,4,280,3,0,0,0,accounting,medium
14024,0.91,0.56,4,251,4,0,0,0,product_mng,medium
14025,0.9,0.74,5,152,3,0,0,0,IT,medium
14026,0.9,1.0,5,232,5,0,1,0,technical,medium
14027,0.97,0.64,4,152,2,0,0,0,technical,medium
14028,0.25,0.59,4,218,3,1,0,0,sales,low
14029,0.91,0.53,3,147,4,1,0,0,support,high
14030,0.57,0.54,3,159,3,1,0,0,accounting,medium
14031,0.65,0.74,4,233,4,1,0,0,management,low
14032,0.89,0.98,3,220,3,0,0,0,accounting,low
14033,0.09,0.78,6,254,4,0,1,0,support,low
14034,0.75,0.88,4,239,5,0,1,0,sales,low
14035,0.88,0.76,3,223,3,0,0,0,sales,medium
14036,0.79,0.93,5,268,5,0,1,0,technical,medium
14037,0.7,0.99,5,135,4,0,0,0,sales,medium
14038,0.78,1.0,4,253,5,0,1,0,marketing,low
14039,0.62,0.68,3,124,3,0,0,0,sales,medium
14040,0.2,0.5,5,135,6,0,1,0,RandD,low
14041,0.69,0.75,4,249,4,0,0,0,hr,medium
14042,1.0,0.87,3,165,2,0,0,0,RandD,low
14043,0.38,0.57,2,140,3,0,1,0,support,low
14044,1.0,0.93,5,167,3,0,0,0,sales,medium
14045,0.4,0.46,2,141,3,0,1,0,marketing,low
14046,0.8,0.83,3,163,3,0,0,0,sales,low
14047,0.91,1.0,4,257,5,0,1,0,accounting,medium
14048,0.72,0.91,3,239,2,0,0,0,management,medium
14049,0.45,0.48,2,138,3,0,1,0,technical,low
14050,0.64,0.72,4,254,3,0,0,0,support,low
14051,0.48,0.94,3,162,3,1,0,0,sales,medium
14052,0.55,0.93,4,239,4,0,0,0,management,low
14053,0.38,0.55,2,148,3,0,1,0,support,low
14054,0.91,0.88,5,123,5,0,0,0,IT,low
14055,0.95,0.78,4,245,3,0,0,0,sales,low
14056,0.68,0.79,4,273,4,0,0,0,product_mng,low
14057,0.87,0.87,5,207,2,0,0,0,sales,high
14058,0.8,0.67,3,164,3,0,0,0,IT,high
14059,0.69,0.72,4,210,2,1,0,0,sales,high
14060,0.7,0.5,3,251,2,0,0,0,technical,medium
14061,0.59,0.81,4,189,3,0,0,0,sales,medium
14062,0.95,0.48,4,228,2,0,0,0,sales,medium
14063,0.14,0.75,4,277,5,1,1,0,sales,medium
14064,0.94,0.47,5,131,6,0,0,0,technical,medium
14065,0.49,0.66,5,194,3,0,0,0,sales,medium
14066,0.69,0.69,3,236,4,0,0,0,product_mng,medium
14067,0.83,0.5,4,259,2,0,0,0,support,medium
14068,0.91,0.81,3,220,3,1,0,0,support,low
14069,0.66,0.96,4,185,2,1,0,0,sales,medium
14070,0.2,0.98,2,228,3,0,0,0,sales,low
14071,0.75,0.89,6,250,2,0,0,0,marketing,medium
14072,0.98,0.74,4,151,3,0,0,0,sales,medium
14073,0.1,0.85,7,279,4,0,1,0,RandD,medium
14074,0.32,0.86,4,266,4,0,0,0,RandD,low
14075,0.78,0.89,4,272,2,0,0,0,support,low
14076,0.94,0.91,5,254,3,0,0,0,accounting,low
14077,0.09,0.82,6,250,4,0,1,0,support,low
14078,0.55,0.72,3,204,2,0,0,0,product_mng,low
14079,0.78,0.83,4,217,6,0,1,0,support,medium
14080,0.36,0.55,3,191,3,0,0,0,product_mng,high
14081,0.97,0.74,3,104,5,0,0,0,sales,low
14082,0.53,0.59,4,259,3,0,0,0,sales,low
14083,0.53,0.81,3,226,3,1,0,0,sales,low
14084,0.62,0.78,3,178,3,1,0,0,technical,low
14085,0.61,0.46,4,172,3,0,0,0,accounting,low
14086,0.83,0.89,4,136,3,0,0,0,sales,medium
14087,0.85,0.58,4,143,6,1,0,0,IT,medium
14088,0.91,0.78,4,169,4,0,0,0,accounting,low
14089,0.45,0.62,6,129,5,0,0,0,support,low
14090,0.72,0.53,3,151,4,0,0,0,IT,medium
14091,0.09,0.89,7,310,4,0,1,0,support,low
14092,0.52,0.83,3,153,2,0,0,0,sales,medium
14093,0.6,0.61,5,191,2,1,0,0,technical,high
14094,0.81,0.92,3,136,3,0,0,0,marketing,medium
14095,0.6,0.77,3,202,3,0,0,0,sales,low
14096,0.64,0.67,3,165,3,0,0,0,sales,low
14097,0.45,0.57,2,134,3,0,1,0,sales,low
14098,0.97,0.58,5,156,2,1,0,0,RandD,low
14099,0.46,0.57,2,152,3,0,1,0,support,low
14100,0.65,0.97,3,171,3,0,0,0,IT,medium
14101,0.9,0.67,4,233,3,0,0,1,sales,medium
14102,0.54,0.93,4,184,2,1,0,0,marketing,medium
14103,0.76,0.74,4,235,3,0,0,0,RandD,high
14104,0.88,0.91,4,234,6,0,1,0,technical,low
14105,0.37,0.55,2,127,3,0,1,0,RandD,medium
14106,0.33,0.88,6,219,5,0,1,0,support,low
14107,0.16,0.72,4,192,6,0,0,0,sales,high
14108,0.37,0.88,4,155,3,0,0,0,sales,medium
14109,0.89,0.74,4,174,2,0,0,0,hr,low
14110,0.48,0.8,4,196,5,0,0,0,product_mng,low
